Product_Name;Color;Ton_Kho;Gia_Niem_Yet;Gia_Khuyen_Mai;Date;Khuyen_Mai;Thanh_Toan;Link;Tech_Specs;screenshot_name
Apple Watch Series 11 GPS 42mm viền nhôm dây thể thao;42mm;Yes;11490000;9190000;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-42mm-vien-nhom-day-the-thao;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
Hãng không công bố
Độ phân giải:
374 x 446 pixels
Kích thước mặt:
42 mm
Thiết kế
Tiện ích
Môn thể thao:
Đi bộ
Yoga
Chạy bộ
Bơi lội
Đạp xe
Ba môn phối hợp (Triathlon)
Golf
Trượt tuyết
Chèo thuyền
Hỗ trợ nghe gọi:
Nghe gọi ngay trên đồng hồ
Tiện ích đặc biệt:
Màn hình luôn hiển thị
Phát hiện té ngã
Nghe nhạc
Kết nối bluetooth với tai nghe
Chống nước / Kháng nước:
Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)
Theo dõi sức khoẻ:
Điện tâm đồ
Đo nồng độ oxy (SpO2)
Ước tính ngày rụng trứng
Vùng nhịp tim
Theo dõi nhịp thở 24/7
Theo dõi Nồng độ oxy trong máu 24h
Cảnh báo tăng huyết áp
Cảnh báo ngưng thở khi ngủ
Chấm điểm giấc ngủ
Tính quãng đường chạy
Theo dõi nhịp tim 24h
Theo dõi mức độ căng thẳng 24h
Tính lượng calories tiêu thụ
Theo dõi giấc ngủ
Theo dõi chu kỳ kinh nguyệt
Nhắc nhở nhịp tim cao, thấp
Đo nhịp tim
Đếm số bước chân
Tiện ích khác:
Tính năng Family Setup
Trợ lý giọng nói
Nâng cổ tay sáng màn hình
Màn hình cảm ứng
Đồng hồ bấm giờ
Điều khiển chụp ảnh
Điều khiển chơi nhạc
Từ chối cuộc gọi
Tìm điện thoại
Thay mặt đồng hồ
Rung thông báo
Dự báo thời tiết
Cuộc gọi khẩn cấp SOS
Báo thức
Đèn pin
Ứng dụng Tiếng Ồn
Ứng dụng Thuốc
Ứng dụng Sinh Hiệu
Ứng dụng Chú Tâm (Mindfulness)
Vòng hoạt động
Tính năng Workout Buddy
Thủy triều
Phát hiện va chạm
Loa và mic thế hệ thứ hai
Khối lượng tập luyện
Cử chỉ lắc cổ tay
Chống bụi IP6X
Chạm hai lần (Double Tap)
Bản đồ ngoại tuyến
Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...)
Apple Pay
Ngăn xếp thông minh (Smart Stack)
Sạc nhanh
Hiển thị thông báo:
Line
Messenger (Facebook)
Viber
Zalo
Tin nhắn
Cuộc gọi
Pin
Thời gian sử dụng pin:
Khoảng 24 giờ sử dụng cơ bản
Khoảng 38 giờ ở chế độ nguồn điện thấp
Thời gian sạc:
Hãng không công bố
Dung lượng pin:
Hãng không công bố
Cổng sạc:
Đế sạc nam châm
Cấu hình & Kết nối
Thông tin khác
Sản xuất tại:
Đang cập nhật
Thời gian ra mắt:
09/2025
Ngôn ngữ:
Tiếng Việt
Tiếng Anh
Hãng:
Apple. Xem thông tin hãng";Skipped
Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean;Xanh Dương;No;0;0;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-2-lte-49mm-vien-titanium-day-ocean;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
1.92 inch
Độ phân giải:
410 x 502 pixels
Kích thước mặt:
49 mm
Thiết kế
Chất liệu mặt:
Kính Sapphire
Chất liệu khung viền:
Titanium
Chất liệu dây:
Silicone
Độ rộng dây:
Hãng không công bố
Chu vi cổ tay phù hợp:
15.5 - 18.5 cm (Size M)
Khả năng thay dây:
Có
Kích thước, khối lượng:
Dài 49 mm - Ngang 44 mm - Dày 14.4 mm - Nặng 61.4 g
Tiện ích
Môn thể thao:
Đi bộ
Yoga
Chạy bộ
Bơi lội
Đạp xe
Lặn
Sim:
eSIM
Hỗ trợ nghe gọi:
Nghe gọi độc lập
Tiện ích đặc biệt:
Màn hình luôn hiển thị
Phát hiện té ngã
Nghe nhạc
Kết nối bluetooth với tai nghe
Chống nước / Kháng nước:
Chống nước 10 ATM (Bơi, lặn vùng nước nông)
Theo dõi sức khoẻ:
Điện tâm đồ
Gửi thông báo khi có tai nạn
Đo nồng độ oxy (SpO2)
Ước tính ngày rụng trứng
Vùng nhịp tim
Chấm điểm giấc ngủ
Tính quãng đường chạy
Tính lượng calories tiêu thụ
Theo dõi giấc ngủ
Theo dõi mức độ stress
Theo dõi chu kỳ kinh nguyệt
Nhắc nhở nhịp tim cao, thấp
Đo nhịp tim
Đếm số bước chân
Tiện ích khác:
Tính năng Family Setup
Trợ lý giọng nói
Nâng cổ tay sáng màn hình
Màn hình cảm ứng
Chứng nhận độ bền MIL-STD-810H
Chế độ tiết kiệm năng lượng
Đồng hồ bấm giờ
Điều khiển chụp ảnh
Từ chối cuộc gọi
Tìm điện thoại
Thay mặt đồng hồ
Dự báo thời tiết
Cuộc gọi khẩn cấp SOS
Báo thức
Đèn pin
Always On Display
Ứng dụng Chú Tâm (Mindfulness)
Phát hiện va chạm
Loa kép và 3 micro tích hợp
Chạm hai lần (Double Tap)
Chuẩn quốc tế EN13319 cho phụ kiện lặn
Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...)
Apple Pay
Ngăn xếp thông minh (Smart Stack)
Hiển thị thông báo:
Line
Messenger (Facebook)
Viber
Zalo
Tin nhắn
Cuộc gọi
Pin
Thời gian sử dụng pin:
Khoảng 36 giờ (ở chế độ sử dụng thông thường)
Khoảng 72 giờ (Chế độ nguồn điện thấp)
Thời gian sạc:
Khoảng 1.5 giờ
Dung lượng pin:
Hãng không công bố
Cổng sạc:
Cáp sạc nhanh từ tính USB-C
Cấu hình & Kết nối
CPU:
Apple S9
Bộ nhớ trong:
64 GB
Hệ điều hành:
watchOS phiên bản mới nhất
Kết nối được với hệ điều hành:
iPhone Xs trở lên, sử dụng iOS phiên bản mới nhất
Ứng dụng quản lý:
Watch
Kết nối:
Bluetooth v5.3
GPS
Wi-Fi 4
Cảm biến:
Cảm biến ánh sáng môi trường
Cảm biến nhiệt độ
Con quay hồi chuyển dải động cao
Cảm biến điện học (ECG)
Cảm biến độ sâu
Cảm biến nhịp tim quang học thế hệ 3
Cao áp kế
Gia tốc kế
La bàn
Đo SpO2
Định vị:
Beidou
GLONASS
GPS
QZSS
Galileo
Thông tin khác";DEBUG_OOS_Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean_Xanh Dương_002904.png
iPhone 15 128GB;Xanh dương nhạt;Yes;18990000;16990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-15;"Cấu hình & Bộ nhớ
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 13 128GB;Đen;Yes;220000;13990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-13;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A15 Bionic
Tốc độ CPU:
3.22 GHz
Chip đồ họa (GPU):
Apple GPU 4 nhân
RAM:
4 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Dung lượng pin:
3240 mAh
Loại pin:
Li-Ion
Hỗ trợ sạc tối đa:
20 W
Công nghệ pin:
Tiết kiệm pin
Sạc pin nhanh
Sạc không dây MagSafe
Sạc không dây
Tiện ích
Kết nối
Thiết kế & Chất liệu
 Hướng Dẫn Sử Dụng Tiếng Anh [PDF, 0.2MB]";Skipped
Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean;Cam;No;0;0;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-2-lte-49mm-vien-titanium-day-ocean;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
1.92 inch
Độ phân giải:
410 x 502 pixels
Kích thước mặt:
49 mm
Thiết kế
Tiện ích
Pin
Cấu hình & Kết nối
Thông tin khác";DEBUG_OOS_Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean_Cam_003242.png
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;46mm;Yes;12350000;10090000;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-42mm-vien-nhom-day-the-thao;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
Hãng không công bố
Độ phân giải:
416 x 496 pixels
Kích thước mặt:
46 mm
Thiết kế
Tiện ích
Môn thể thao:
Đi bộ
Yoga
Chạy bộ
Bơi lội
Đạp xe
Ba môn phối hợp (Triathlon)
Golf
Trượt tuyết
Chèo thuyền
Hỗ trợ nghe gọi:
Nghe gọi ngay trên đồng hồ
Tiện ích đặc biệt:
Màn hình luôn hiển thị
Phát hiện té ngã
Nghe nhạc
Kết nối bluetooth với tai nghe
Chống nước / Kháng nước:
Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)
Theo dõi sức khoẻ:
Điện tâm đồ
Đo nồng độ oxy (SpO2)
Ước tính ngày rụng trứng
Vùng nhịp tim
Theo dõi nhịp thở 24/7
Theo dõi Nồng độ oxy trong máu 24h
Cảnh báo tăng huyết áp
Cảnh báo ngưng thở khi ngủ
Chấm điểm giấc ngủ
Tính quãng đường chạy
Theo dõi nhịp tim 24h
Theo dõi mức độ căng thẳng 24h
Tính lượng calories tiêu thụ
Theo dõi giấc ngủ
Theo dõi chu kỳ kinh nguyệt
Nhắc nhở nhịp tim cao, thấp
Đo nhịp tim
Đếm số bước chân
Tiện ích khác:
Tính năng Family Setup
Trợ lý giọng nói
Nâng cổ tay sáng màn hình
Màn hình cảm ứng
Đồng hồ bấm giờ
Điều khiển chụp ảnh
Điều khiển chơi nhạc
Từ chối cuộc gọi
Tìm điện thoại
Thay mặt đồng hồ
Rung thông báo
Dự báo thời tiết
Cuộc gọi khẩn cấp SOS
Báo thức
Đèn pin
Ứng dụng Tiếng Ồn
Ứng dụng Thuốc
Ứng dụng Sinh Hiệu
Ứng dụng Chú Tâm (Mindfulness)
Vòng hoạt động
Tính năng Workout Buddy
Thủy triều
Phát hiện va chạm
Loa và mic thế hệ thứ hai
Khối lượng tập luyện
Cử chỉ lắc cổ tay
Chống bụi IP6X
Chạm hai lần (Double Tap)
Bản đồ ngoại tuyến
Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...)
Apple Pay
Ngăn xếp thông minh (Smart Stack)
Sạc nhanh
Hiển thị thông báo:
Line
Messenger (Facebook)
Viber
Zalo
Tin nhắn
Cuộc gọi
Pin
Cấu hình & Kết nối
Thông tin khác";Skipped
iPhone 15 128GB;Xanh lá nhạt;Yes;18990000;16990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-15;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A16 Bionic
Tốc độ CPU:
3.46 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean;Trắng;No;0;0;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-2-lte-49mm-vien-titanium-day-ocean;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
1.92 inch
Độ phân giải:
410 x 502 pixels
Kích thước mặt:
49 mm
Thiết kế
Tiện ích
Pin
Cấu hình & Kết nối
Thông tin khác";DEBUG_OOS_Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean_Trắng_003338.png
iPhone 13 128GB;Trắng;Yes;13990000;12490000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 01/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-13;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A15 Bionic
Tốc độ CPU:
3.22 GHz
Chip đồ họa (GPU):
Apple GPU 4 nhân
RAM:
4 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu
 Hướng Dẫn Sử Dụng Tiếng Anh [PDF, 0.2MB]";Skipped
iPhone 14 128GB;Xanh Dương;Yes;100000;16990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-14;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A15 Bionic
Tốc độ CPU:
3.22 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Độ phân giải camera sau:
2 camera 12 MP
Quay phim camera sau:
HD 720p@30fps
FullHD 1080p@60fps
FullHD 1080p@30fps
FullHD 1080p@25fps
FullHD 1080p@240fps
FullHD 1080p@120fps
4K 2160p@60fps
4K 2160p@30fps
4K 2160p@25fps
4K 2160p@24fps
Đèn Flash camera sau:
Có
Tính năng camera sau:
Zoom quang học
Zoom kỹ thuật số
Xóa phông
Trôi nhanh thời gian (Time Lapse)
Toàn cảnh (Panorama)
Smart HDR 4
Siêu độ phân giải
Quay chậm (Slow Motion)
Live Photos
Góc siêu rộng (Ultrawide)
Góc rộng (Wide)
Dolby Vision HDR
Deep Fusion
Cinematic
Chống rung quang học (OIS)
Chế độ hành động (Action Mode)
Bộ lọc màu
Ban đêm (Night Mode)
Photonic Engine
Độ phân giải camera trước:
12 MP
Tính năng camera trước:
Xóa phông
Trôi nhanh thời gian (Time Lapse)
Smart HDR 4
Retina Flash
Quay video Full HD
Quay video 4K
Quay chậm (Slow Motion)
Nhãn dán (AR Stickers)
Live Photos
Deep Fusion
Cinematic
Chụp đêm
Chống rung điện tử kỹ thuật số (EIS)
Chế độ chân dung
Bộ lọc màu
TrueDepth
Photonic Engine
Công nghệ màn hình:
OLED
Độ phân giải màn hình:
Super Retina XDR (1170 x 2532 Pixels)
Màn hình rộng:
6.1"" - Tần số quét 60 Hz
Độ sáng tối đa:
1200 nits
Mặt kính cảm ứng:
Kính cường lực Ceramic Shield
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
iPhone 15 128GB;Hồng nhạt;Yes;18990000;16990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-15;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A16 Bionic
Tốc độ CPU:
3.46 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;Xám;Yes;12350000;10090000;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-42mm-vien-nhom-day-the-thao;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
Hãng không công bố
Độ phân giải:
416 x 496 pixels
Kích thước mặt:
46 mm
Thiết kế
Tiện ích
Môn thể thao:
Đi bộ
Yoga
Chạy bộ
Bơi lội
Đạp xe
Ba môn phối hợp (Triathlon)
Golf
Trượt tuyết
Chèo thuyền
Hỗ trợ nghe gọi:
Nghe gọi ngay trên đồng hồ
Tiện ích đặc biệt:
Màn hình luôn hiển thị
Phát hiện té ngã
Nghe nhạc
Kết nối bluetooth với tai nghe
Chống nước / Kháng nước:
Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)
Theo dõi sức khoẻ:
Điện tâm đồ
Đo nồng độ oxy (SpO2)
Ước tính ngày rụng trứng
Vùng nhịp tim
Theo dõi nhịp thở 24/7
Theo dõi Nồng độ oxy trong máu 24h
Cảnh báo tăng huyết áp
Cảnh báo ngưng thở khi ngủ
Chấm điểm giấc ngủ
Tính quãng đường chạy
Theo dõi nhịp tim 24h
Theo dõi mức độ căng thẳng 24h
Tính lượng calories tiêu thụ
Theo dõi giấc ngủ
Theo dõi chu kỳ kinh nguyệt
Nhắc nhở nhịp tim cao, thấp
Đo nhịp tim
Đếm số bước chân
Tiện ích khác:
Tính năng Family Setup
Trợ lý giọng nói
Nâng cổ tay sáng màn hình
Màn hình cảm ứng
Đồng hồ bấm giờ
Điều khiển chụp ảnh
Điều khiển chơi nhạc
Từ chối cuộc gọi
Tìm điện thoại
Thay mặt đồng hồ
Rung thông báo
Dự báo thời tiết
Cuộc gọi khẩn cấp SOS
Báo thức
Đèn pin
Ứng dụng Tiếng Ồn
Ứng dụng Thuốc
Ứng dụng Sinh Hiệu
Ứng dụng Chú Tâm (Mindfulness)
Vòng hoạt động
Tính năng Workout Buddy
Thủy triều
Phát hiện va chạm
Loa và mic thế hệ thứ hai
Khối lượng tập luyện
Cử chỉ lắc cổ tay
Chống bụi IP6X
Chạm hai lần (Double Tap)
Bản đồ ngoại tuyến
Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...)
Apple Pay
Ngăn xếp thông minh (Smart Stack)
Sạc nhanh
Hiển thị thông báo:
Line
Messenger (Facebook)
Viber
Zalo
Tin nhắn
Cuộc gọi
Pin
Cấu hình & Kết nối
Thông tin khác";Skipped
Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean;Titan tự nhiên;No;0;0;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-2-lte-49mm-vien-titanium-day-ocean;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
1.92 inch
Độ phân giải:
410 x 502 pixels
Kích thước mặt:
49 mm
Thiết kế
Tiện ích
Pin
Cấu hình & Kết nối
Thông tin khác";DEBUG_OOS_Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean_Titan tự nhiên_003455.png
iPhone 13 128GB;Đen;Yes;220000;13990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-13;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A15 Bionic
Tốc độ CPU:
3.22 GHz
Chip đồ họa (GPU):
Apple GPU 4 nhân
RAM:
4 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu
 Hướng Dẫn Sử Dụng Tiếng Anh [PDF, 0.2MB]";Skipped
Apple Watch Series 11 GPS 46mm viền nhôm dây thể thao;Bạc;Yes;0;12350000;2026-01-31;;;https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-11-42mm-vien-nhom-day-the-thao;"Màn hình
Công nghệ màn hình:
OLED
Kích thước màn hình:
Hãng không công bố
Độ phân giải:
416 x 496 pixels
Kích thước mặt:
46 mm
Thiết kế
Tiện ích
Pin
Cấu hình & Kết nối
Thông tin khác
Sản xuất tại:
Đang cập nhật
Thời gian ra mắt:
09/2025
Ngôn ngữ:
Tiếng Việt
Tiếng Anh
Hãng:
Apple. Xem thông tin hãng";Skipped
iPhone 15 128GB;Đen;Yes;18990000;16990000;2026-01-31;"Khuyến mãi

Giá và khuyến mãi dự kiến áp dụng đến 23:59 | 28/02
1

Tặng phiếu mua hàng Apple Watch trị giá 1,000,000đ

2

Tặng phiếu mua hàng Macbook trị giá 1,000,000đ

3

Phiếu mua hàng Airpods trị giá 500.000đ

4

Tặng Phiếu mua hàng mua sạc dự phòng (trừ AVA+, Hydrus); đồng hồ thông minh (trừ Apple); Tai nghe bluetooth và Loa bluetooth các hãng JBL, Marshall,Harman Kardon; Ốp lưng (trừ Apple) trị giá 100.000đ

5

Phiếu mua hàng mua Sim data 500GB 1 tháng trị giá 100,000đ Xem chi tiết

6

Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết";"Ưu đãi thanh toán Online (Click chọn để áp dụng)
 Giảm 250.000đ -
Xem chi tiết
Áp dụng sản phẩm từ 5.000.000đ trở lên.";https://www.thegioididong.com/dtdd/iphone-15;"Cấu hình & Bộ nhớ
Hệ điều hành:
iOS 17
Chip xử lý (CPU):
Apple A16 Bionic
Tốc độ CPU:
3.46 GHz
Chip đồ họa (GPU):
Apple GPU 5 nhân
RAM:
6 GB
Dung lượng lưu trữ:
128 GB
Dung lượng còn lại (khả dụng) khoảng:
113 GB
Danh bạ:
Không giới hạn
Camera & Màn hình
Pin & Sạc
Tiện ích
Kết nối
Thiết kế & Chất liệu";Skipped
